# Average annual utilization of renewable technologies, calculated using regional solar irradiance data and wind resource curves to adjust default assumptions
region,supplysector,subsector,stub.technology,year,capacity.factor
Argentina,electricity,wind,wind,2075,0.36
Argentina,electricity,wind,wind,2080,0.36
Argentina,electricity,wind,wind,2085,0.36
Argentina,electricity,wind,wind,2090,0.36
Argentina,electricity,wind,wind,2095,0.36
Argentina,electricity,wind,wind,2100,0.36
Colombia,electricity,wind,wind,1975,0.32
Colombia,electricity,wind,wind,1990,0.32
Colombia,electricity,wind,wind,2005,0.32
Colombia,electricity,wind,wind,2010,0.32
Colombia,electricity,wind,wind,2015,0.32
Colombia,electricity,wind,wind,2021,0.32
Colombia,electricity,wind,wind,2025,0.32
Colombia,electricity,wind,wind,2030,0.32
Colombia,electricity,wind,wind,2035,0.32
Colombia,electricity,wind,wind,2040,0.32
Colombia,electricity,wind,wind,2045,0.32
Colombia,electricity,wind,wind,2050,0.32
Colombia,electricity,wind,wind,2055,0.32
Colombia,electricity,wind,wind,2060,0.32
Colombia,electricity,wind,wind,2065,0.32
Colombia,electricity,wind,wind,2070,0.32
Colombia,electricity,wind,wind,2075,0.32
Colombia,electricity,wind,wind,2080,0.32
Colombia,electricity,wind,wind,2085,0.32
Colombia,electricity,wind,wind,2090,0.32
Colombia,electricity,wind,wind,2095,0.32
Colombia,electricity,wind,wind,2100,0.32
USA,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.170000237384502
Africa_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.240008956466482
Africa_Northern,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.238169122810797
Africa_Southern,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.234210230758457
Africa_Western,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.232534914799674
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.231643404469772
Brazil,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.209707320001716
Canada,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.110313623628536
Central America and Caribbean,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.213632345441722
Central Asia,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.182474340754093
China,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.203902275010568
EU-12,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.140691633896619
EU-15,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.155704588556115
Ukraine,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.141811436234389
Europe_Non_EU,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.182721969261787
European Free Trade Association,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.0934198892076427
India,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.210256611036008
Indonesia,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.19699988976121
Japan,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.160753750764185
Mexico,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.228167610634176
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.232663088287853
Pakistan,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.220675739474765
Russia,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.110683898976316
South Africa,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.234724479560114
South America_Northern,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.206617429184494
South America_Southern,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.204560384759227
South Asia,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.216567807103143
South Korea,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.177842888977991
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.202069562379055
Taiwan,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.169964676565435
Argentina,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.197924141989948
Colombia,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.18601404795527
USA,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.170000237384502
Africa_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.240008956466482
Africa_Northern,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.238169122810797
Africa_Southern,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.234210230758457
Africa_Western,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.232534914799674
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.231643404469772
Brazil,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.209707320001716
Canada,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.110313623628536
Central America and Caribbean,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.213632345441722
Central Asia,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.182474340754093
China,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.203902275010568
EU-12,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.140691633896619
EU-15,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.155704588556115
Ukraine,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.141811436234389
Europe_Non_EU,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.182721969261787
European Free Trade Association,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.0934198892076427
India,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.210256611036008
Indonesia,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.19699988976121
Japan,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.160753750764185
Mexico,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.228167610634176
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.232663088287853
Pakistan,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.220675739474765
Russia,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.110683898976316
South Africa,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.234724479560114
South America_Northern,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.206617429184494
South America_Southern,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.204560384759227
South Asia,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.216567807103143
South Korea,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.177842888977991
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.202069562379055
Taiwan,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.169964676565435
Argentina,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.197924141989948
Colombia,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.18601404795527
USA,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.170000237384502
Africa_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.240008956466482
Africa_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.238169122810797
Africa_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.234210230758457
Africa_Western,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.232534914799674
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.231643404469772
Brazil,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.209707320001716
Canada,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.110313623628536
Central America and Caribbean,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.213632345441722
Central Asia,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.182474340754093
China,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.203902275010568
EU-12,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.140691633896619
EU-15,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.155704588556115
Ukraine,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.141811436234389
Europe_Non_EU,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.182721969261787
European Free Trade Association,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.0934198892076427
India,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.210256611036008
Indonesia,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.19699988976121
Japan,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.160753750764185
Mexico,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.228167610634176
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.232663088287853
Pakistan,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.220675739474765
Russia,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.110683898976316
South Africa,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.234724479560114
South America_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.206617429184494
South America_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.204560384759227
South Asia,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.216567807103143
South Korea,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.177842888977991
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.202069562379055
Taiwan,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.169964676565435
Argentina,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.197924141989948
Colombia,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.18601404795527
USA,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.170000237384502
Africa_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.240008956466482
Africa_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.238169122810797
Africa_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.234210230758457
Africa_Western,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.232534914799674
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.231643404469772
Brazil,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.209707320001716
Canada,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.110313623628536
Central America and Caribbean,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.213632345441722
Central Asia,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.182474340754093
China,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.203902275010568
EU-12,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.140691633896619
EU-15,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.155704588556115
Ukraine,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.141811436234389
Europe_Non_EU,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.182721969261787
European Free Trade Association,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.0934198892076427
India,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.210256611036008
Indonesia,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.19699988976121
Japan,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.160753750764185
Mexico,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.228167610634176
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.232663088287853
Pakistan,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.220675739474765
Russia,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.110683898976316
South Africa,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.234724479560114
South America_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.206617429184494
South America_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.204560384759227
South Asia,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.216567807103143
South Korea,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.177842888977991
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.202069562379055
Taiwan,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.169964676565435
Argentina,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.197924141989948
Colombia,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.18601404795527
USA,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.170000237384502
Africa_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.240008956466482
Africa_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.238169122810797
Africa_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.234210230758457
Africa_Western,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.232534914799674
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.231643404469772
Brazil,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.209707320001716
Canada,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.110313623628536
Central America and Caribbean,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.213632345441722
Central Asia,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.182474340754093
China,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.203902275010568
EU-12,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.140691633896619
EU-15,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.155704588556115
Ukraine,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.141811436234389
Europe_Non_EU,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.182721969261787
European Free Trade Association,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.0934198892076427
India,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.210256611036008
Indonesia,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.19699988976121
Japan,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.160753750764185
Mexico,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.228167610634176
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.232663088287853
Pakistan,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.220675739474765
Russia,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.110683898976316
South Africa,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.234724479560114
South America_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.206617429184494
South America_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.204560384759227
South Asia,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.216567807103143
South Korea,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.177842888977991
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.202069562379055
Taiwan,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.169964676565435
Argentina,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.197924141989948
Colombia,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.18601404795527
USA,elect_td_bld,rooftop_pv,rooftop_pv,2021,0.170000237384502
Africa_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2021,0.240008956466482
Africa_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2021,0.238169122810797
Africa_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2021,0.234210230758457
Africa_Western,elect_td_bld,rooftop_pv,rooftop_pv,2021,0.232534914799674
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2021,0.231643404469772
Brazil,elect_td_bld,rooftop_pv,rooftop_pv,2021,0.209707320001716
Canada,elect_td_bld,rooftop_pv,rooftop_pv,2021,0.110313623628536
Central America and Caribbean,elect_td_bld,rooftop_pv,rooftop_pv,2021,0.213632345441722
Central Asia,elect_td_bld,rooftop_pv,rooftop_pv,2021,0.182474340754093
China,elect_td_bld,rooftop_pv,rooftop_pv,2021,0.203902275010568
EU-12,elect_td_bld,rooftop_pv,rooftop_pv,2021,0.140691633896619
EU-15,elect_td_bld,rooftop_pv,rooftop_pv,2021,0.155704588556115
Ukraine,elect_td_bld,rooftop_pv,rooftop_pv,2021,0.141811436234389
Europe_Non_EU,elect_td_bld,rooftop_pv,rooftop_pv,2021,0.182721969261787
European Free Trade Association,elect_td_bld,rooftop_pv,rooftop_pv,2021,0.0934198892076427
India,elect_td_bld,rooftop_pv,rooftop_pv,2021,0.210256611036008
Indonesia,elect_td_bld,rooftop_pv,rooftop_pv,2021,0.19699988976121
Japan,elect_td_bld,rooftop_pv,rooftop_pv,2021,0.160753750764185
Mexico,elect_td_bld,rooftop_pv,rooftop_pv,2021,0.228167610634176
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2021,0.232663088287853
Pakistan,elect_td_bld,rooftop_pv,rooftop_pv,2021,0.220675739474765
Russia,elect_td_bld,rooftop_pv,rooftop_pv,2021,0.110683898976316
South Africa,elect_td_bld,rooftop_pv,rooftop_pv,2021,0.234724479560114
South America_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2021,0.206617429184494
South America_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2021,0.204560384759227
South Asia,elect_td_bld,rooftop_pv,rooftop_pv,2021,0.216567807103143
South Korea,elect_td_bld,rooftop_pv,rooftop_pv,2021,0.177842888977991
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,2021,0.202069562379055
Taiwan,elect_td_bld,rooftop_pv,rooftop_pv,2021,0.169964676565435
Argentina,elect_td_bld,rooftop_pv,rooftop_pv,2021,0.197924141989948
Colombia,elect_td_bld,rooftop_pv,rooftop_pv,2021,0.18601404795527
USA,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.170000237384502
Africa_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.240008956466482
Africa_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.238169122810797
Africa_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.234210230758457
Africa_Western,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.232534914799674
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.231643404469772
Brazil,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.209707320001716
Canada,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.110313623628536
Central America and Caribbean,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.213632345441722
Central Asia,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.182474340754093
China,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.203902275010568
EU-12,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.140691633896619
EU-15,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.155704588556115
Ukraine,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.141811436234389
Europe_Non_EU,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.182721969261787
European Free Trade Association,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.0934198892076427
India,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.210256611036008
Indonesia,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.19699988976121
Japan,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.160753750764185
Mexico,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.228167610634176
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.232663088287853
Pakistan,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.220675739474765
Russia,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.110683898976316
South Africa,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.234724479560114
South America_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.206617429184494
South America_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.204560384759227
South Asia,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.216567807103143
South Korea,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.177842888977991
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.202069562379055
Taiwan,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.169964676565435
Argentina,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.197924141989948
Colombia,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.18601404795527
USA,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.170000237384502
Africa_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.240008956466482
Africa_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.238169122810797
Africa_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.234210230758457
Africa_Western,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.232534914799674
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.231643404469772
Brazil,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.209707320001716
Canada,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.110313623628536
Central America and Caribbean,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.213632345441722
Central Asia,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.182474340754093
China,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.203902275010568
EU-12,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.140691633896619
EU-15,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.155704588556115
Ukraine,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.141811436234389
Europe_Non_EU,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.182721969261787
European Free Trade Association,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.0934198892076427
India,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.210256611036008
Indonesia,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.19699988976121
Japan,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.160753750764185
Mexico,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.228167610634176
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.232663088287853
Pakistan,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.220675739474765
Russia,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.110683898976316
South Africa,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.234724479560114
South America_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.206617429184494
South America_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.204560384759227
South Asia,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.216567807103143
South Korea,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.177842888977991
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.202069562379055
Taiwan,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.169964676565435
Argentina,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.197924141989948
Colombia,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.18601404795527
USA,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.170000237384502
Africa_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.240008956466482
Africa_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.238169122810797
Africa_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.234210230758457
Africa_Western,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.232534914799674
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.231643404469772
Brazil,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.209707320001716
Canada,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.110313623628536
Central America and Caribbean,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.213632345441722
Central Asia,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.182474340754093
China,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.203902275010568
EU-12,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.140691633896619
EU-15,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.155704588556115
Ukraine,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.141811436234389
Europe_Non_EU,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.182721969261787
European Free Trade Association,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.0934198892076427
India,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.210256611036008
Indonesia,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.19699988976121
Japan,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.160753750764185
Mexico,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.228167610634176
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.232663088287853
Pakistan,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.220675739474765
Russia,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.110683898976316
South Africa,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.234724479560114
South America_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.206617429184494
South America_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.204560384759227
South Asia,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.216567807103143
South Korea,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.177842888977991
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.202069562379055
Taiwan,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.169964676565435
Argentina,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.197924141989948
Colombia,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.18601404795527
USA,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.170000237384502
Africa_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.240008956466482
Africa_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.238169122810797
Africa_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.234210230758457
Africa_Western,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.232534914799674
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.231643404469772
Brazil,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.209707320001716
Canada,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.110313623628536
Central America and Caribbean,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.213632345441722
Central Asia,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.182474340754093
China,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.203902275010568
EU-12,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.140691633896619
EU-15,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.155704588556115
Ukraine,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.141811436234389
Europe_Non_EU,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.182721969261787
European Free Trade Association,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.0934198892076427
India,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.210256611036008
Indonesia,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.19699988976121
Japan,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.160753750764185
Mexico,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.228167610634176
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.232663088287853
Pakistan,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.220675739474765
Russia,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.110683898976316
South Africa,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.234724479560114
South America_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.206617429184494
South America_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.204560384759227
South Asia,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.216567807103143
South Korea,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.177842888977991
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.202069562379055
Taiwan,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.169964676565435
Argentina,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.197924141989948
Colombia,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.18601404795527
USA,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.170000237384502
Africa_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.240008956466482
Africa_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.238169122810797
Africa_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.234210230758457
